EMPRESA,NOME COMERCIAL,SUBSTÂNCIA ACTIVA,DOSAGEM,FORMA,APRESENTAÇÃO
WELL WORTH LDA,NEUROCARE TABLETS,Mononitrato de tiamina (Vit B1) + Cloridrato de piridoxina (Vit B6) + Cianocobalamina (1.0%),100.000 mg + 200.000mg + 200mcg,Comprimido,Frasco contendo 30 comprimidos
MOZ - IN LDA,MOZMIN,Clorfeniramina,4mg,Comprimidos,Embalagem contendo 10 Blisters de 10 comprimidos
"MEDIS FARMACÊUTICA, LDA",DESCOTRAN,Paracetamol + Tiocolquicosido,500mg + 2mg,comprimidos,3 blister de 10 comprimidos
"MEDIS FARMACÊUTICA, LDA",BRUFEN RAPID,Ibuprofeno,200mg,Cápsula mole,3 blister de 10 comprimidos
WELL WORTH LDA,BEXTRAM,"Vitamina A +  Vitamina C +  Vitamina D +  Vitamina E + Vitamina K +  Tiamina Mononitrato + Riboflavina + Cloridrato de piridoxina + Niacina + Ácido fólico USP 0,400 mg, Cianocobalamina + Biotina + Pantotenato de cálcio + Carbonato de cálcio + Dibásico Fos",10mg + 61.85mg + 4mg +60mg + 0.5mg + 1.5mg + 1.7mg + 2mg +20mg 0.4mg +6mg +30mcg + 10.869mg + 52.42mg + 478mg + 184.230mg + 0.6147mg +2.2034mg + 56.934mg + 0.1962mg + 1525.52mg + 0.1891mg + 0.0478mg + 3mg + 0.224mg + 20.2282mg + 0.019mg + 0.0381mg + 18.67,Comprimidos,Frasco de 30 comprimidos
"MEDIS FARMACÊUTICA, LDA",AMIFER JUNIOR,Hidroxido de ferro,50mg/5ml,Solução oral,Frasco de 150ml
"MEDIS FARMACÊUTICA, LDA",AMIFER IV,Hidroxido de ferro,20mg/ml,Injectavel,embalagem de 5 ampolas
"MEDIS FARMACÊUTICA, LDA",AMIFER FORTE,Hidroxido de ferro + Acido Folico,100mg + 0.350mg,comprimidos revestidos,Embalagem de 3 blister de 10 comprimidos
FARMA HOLDINGS SA,DOVPRELA,Pretomanida,299mg,Comprimidos,Embalagem contendo blister de 14 comprimidos e Frasco com 26 unidades
"ORBIS PHARMA, Lda",PERBITENOL 50,Atenolol,50mg,comprimidos,10 blister de 10 comprimidos
"ORBIS PHARMA, Lda",PERBITENOL 100,Atenolol,100mg,Comprimidos,10 blister de 10 comprimidos
"ORBIS PHARMA, Lda",ESOZOLE 40,Esomeprazol,40mg,Comprimidos revestidos,Blister 10x10  comprimidos
"ORBIS PHARMA, Lda",ESOZOLE 20,Esomeprazol,20mg,Comprimidos revestidos,Blister 10x10  comprimidos
MOZ - IN LDA,VITAMOZ PLUZ,Ciproheptadina hidrocloreto (Anidra) + Vit A + Vit D3 + Vit B1 + Vit B2 + Vit B6 + Vit B12 + Pantotenato de calcio + Niacinamida + lactato de calcio,4mg + 2500UI + 200UI + 2.5mg + 2.5mg + 1mg + 5mcg + 5mg + 25mg + 100mg,Comprimidos revestidos por pelicula,Embalagem contendo 3 blisters de 10 comprimidos
MOZ - IN LDA,MOZNAC,Diclofenac sodico,50mg,Comprimido,Embalagem contendo 10 blisters de 10 comprimidos
MOZ - IN LDA,MOZFLOX 500,Ciprofloxacina,500mg,Comprimidos revestidos por pelicula,Embalagem contendo 10 blisters de 10 comprimidos
MOZ - IN LDA,METIN,Metronidazol,250mg,Comprimido,Embalagem contendo 10 blisters de 10 comprimidos
MOZ - IN LDA,LIFLOX,Levofloxacina,500mg,Comprimidos,Embalagem contendo 1 blister de 3 comprimidos
MOZ - IN LDA,INFUCODYL,Bisacodil,5mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos
MOZ - IN LDA,GRIFIN,Griseofulvina,500mg,Comprimidos,Embalagem contendo 20 comprimidos
MOZ - IN LDA,CIFIMOZ,Trihidrato de cefixima,400mg,Comprimido,Embalagem contendo 10 blisters de 10 comprimidos
MOZ - IN LDA,AMOGRA,Sildenafil,100mg,Comprimido,Embalagem contendo 10 blisters de 10 comprimidos
MEDICURA,MEDITENOLOL,Atenolol,100mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos
MEDICURA,LISIGRILL,Lisinopril,20mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos
MEDICURA,KZITH 200,Azitromicina,200mg/5ml,Suspensao oral,Embalagem contendo 1 frasco de 15ml
MEDICURA,KPMOL - 500,Paracetamol,500mg,Comprimido,Embalagem contendo 10 blisters de 10 comprimidos
MEDICURA,KPMOL - 120,ParacetamolL,120mg/5ml,Xarope,Frasco ambar  de 100mg
MEDICURA,KECYP - 250,Ciprofloxacina,250mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos
MEDICURA,DOPALIGHT,Metildopa,250mg,Comprimidos,Embalagem contendo 3 blisters de 10 comprimidos
"SHANI, LIMITADA",PIROFEN 500,Paracetamol,500mg,Comprimidos,Embalagem 2 x 10 comprimidos
"SHANI, LIMITADA",LOSAPRESS PLUS,Losartam potassico + Hidroclorotiazida,50mg + 12.5mg,Comprimidos revestidos,Embalagem 2x14 comprimidos
"SHANI, LIMITADA",DEVIT 3,Calecalciferol (vit D3),50.000UI,Gotas orais,Frasco de 15ml
"SHANI, LIMITADA",CIFLOSIN 750,Ciprofloxacina cloridrato,750MG,Comprimidos,Embalagem contendo blister de 10 comprimidos
"SHANI, LIMITADA",CIFLOSIN 500,Ciprofloxacina cloridrato,500mg,Comprimidos,Embalagem contendo blister de 10 comprimidos
FARMA HOLDINGS SA,HEPBEST,Tenofovir Alafenamida,25mg,Comprimidos,"Frasco de 30, 90 e 180 comprimidos"
AFRI FARMÁCIA LDA,Pirazinamida 500mg comprimidos,Pirazinamida,500mg,Comprimidos,"blister de 10x10, 24x28 e frasco de 1000 comprimidos"
AfRI FARMÁCIA LDA,Levofloxacin tablets 500mg,Levofloxacina,500mg,Comprimidos,"Blister de 10x10, 5x20"
AFRI FARMÁCIA LDA,DARUNAVIR AND RITONAVIR TABLETS 400MG + 50MG,Darunavir + Ritonavir,400mg + 50mg,Comprimidos,"Frasco HDPE de 30, 60 e 120 comprimidos"
AFRI FARMÁCIA LDA,ABACAVIR SULFATE AND LAMIVUDINE TABLETS USP 600MG/300MG,Abacavir sulfato Bp + Lamivudina USP,600mg + 600mg,Comprimidos,Frasco HDPE de 30 comprimidos
KWALITY PHARMACEUTICAL AFRICA LIMITED,OMACE CAPLSULES,Omeprazol,20mg,Capsulas,Embalagem contendo 10 blisters de 10 capsulas
KWALITY PHARMACEUTICAL AFRICA LIMITED,CARECOF COUGH SYRUP,Dextrometorfano + Fenilefrina + Clorfeniramina,10mg/5ml + 5mg/5ml + 2mg/ml,Xarope,Frasco de 100ml
FARMA HOLDINGS SA,Salbutamol tablets BP 4mg,Salbutamol,4mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos e  frasco 500 e 1000 comprimidos
MISSIONPHARMA MOÇAMBIQUE,Sais de Rehidratacao Oral BP,Glicose de Anidro+ Cloreto de sódio+ Cloreto de potássio+ Citrato de sódio,20.5g,Pó para reconstituição oral,Embalagem contendo 25 e 50 saquetas
FARMA HOLDINGS SA,MULTIVITAMINAS COMPRIMIDOS,Vitamina A + Vitamina B1 + Vitamina B2 + Vitamina D3 + Vitamina C + Vitamina B,1.60mg + 0.500mg + 0.500mg + 2.5mcg + 25.0mg + 7.50mg,Comprimidos revestidos,Embalagem contendo 10 Blister de 10 comprimidos e Frasco de 500 e 1000 comprimidos
FARMA HOLDINGS SA,Mebendazole tablets usp 100mg,Mebendazol,100mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos e  frasco 500 e 1000 comprimidos
FARMA HOLDINGS SA,HYOSCINE BUTYBROMIDE TABLETS BP 10MG,Butilbrometo de hioscina,10mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos; Frasco de 500 e1000 comprimidos
FARMA HOLDINGS SA,Hydrochlorothiazide tablets USP 25mg,Hidroclorotiazida,25mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos e  frasco 500 e 1000 comprimidos
MISSIONPHARMA MOÇAMBIQUE,Hydrochlorothiazide tablets USP 25mg,Hidroclorotiazida,25mg,Comprimidos,Frasco de 150 e 100 comprimidos
FARMA HOLDINGS SA,CLOXACILLIN SODIUM CAPSULES USP 500MG,Cloxacilina,500mg,Capsulas de gelatina dura,Embalagem 10x10 capsulas e Frasco de 500 e 1000 comprimidos
MISSIONPHARMA MOÇAMBIQUE,Clotrimazol cream BP,Clotrimazol,1%w/w,Créme,Tubo de 30gm
MISSIONPHARMA MOÇAMBIQUE,Cloridrato de lidocaina injectavel USP,Cloridrato de Lidocaina,20mg,Injectavel,Frasco de 50 ml
FARMA HOLDINGS SA,CHLORPHRPHENIRAMINA MALEATE TABLETS USP 4MG,Clorfeniramina,4mg,Comprimidos,Blisters de 10 comprimidos e Frasco de 500 e 1000 comprimidos
FARMA HOLDINGS SA,Carbamazepina tablets BP 400mg,Carbamazepina,400mg,Comprimidos,Embalagem de 10x10 comprimidos e frasco de 500 e 1000 comprimidos
FARMA HOLDINGS SA,Carbamazepina tablets BP 200mg,Carbamazepina,200mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos e  frasco 500 e 1000 comprimidos
FARMA HOLDINGS SA,ATENOLOL TABLETS BP 100MG,Atenolol,100mg,Comprimidos,Embalage 10x10 comprimidos e Frasco de 500 e 1000 comprimidos
"SOVIP MEDIS, LDA",VIPROS,Levofloxacina,500mg,Comprimidos,Embalagem de 10x10 comprimidos
"SOVIP MEDIS, LDA",VIPROS,Levofloxacina,250mg,Comprimidos,Embalagem 10 x 10 comprimidos
"SOVIP MEDIS, LDA",VIPROCIP 500,Ciprofloxacina,500mg,Comprimidos,Embalagem 10 x 10 comprimidos
"SOVIP MEDIS, LDA",VICLOTRIL,Clotrimazol,1% p/v,Crème vaginal,Bisnaga de 20gm
"SOVIP MEDIS, LDA",MENTO-VIP,Paracetamol + Cafeina Cloridrato de fenilefrina + Clorfeniramina maleato,500mg + 30mg + 5mg + 2mg,Comprimido,Embalagem de 10x10 comprimidos
"SOVIP MEDIS, LDA",LORTAIN,Losartam potassio,50mg,Comprimidos,Embalagem contendo 10x3 comprimidos
"SOVIP MEDIS, LDA",KETO GUARD,Ketoconazol,2%,Crème,Bisnaga de 20gm
"SOVIP MEDIS, LDA",IBU-VIP 400,Ibuprofeno,400mg,Comprimidos,Embalagem 10 x 10 comprimidos
SOCIEDADE AFRICANA DE SAÚDE LDA,SR Diclofenac,Diclofenac,25mg/ml,Injectavel,Embalagem contendo 10 ampolas de 2ml
SOCIEDADE AFRICANA DE SAÚDE LDA,SAS Adrenalina,Adrenalina,1mg,Injectavel,10 ampolas de vidro de 1ml
SOCIEDADE AFRICANA DE SAÚDE LDA,Frusemide tablets BP 40mg,Furosemida,40mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos
FARMA HOLDINGS SA,Sulfato de salbutamol BP 2mg,Sulfato de salbutamol,2mg,Comprimidos,Embalagem contendo 10x3 comprimidos
FARMA HOLDINGS SA,Loratadina tablets USP 10mg,Loratadina,10mg,Comprimido,"Blisters de 10x10 comprimidos, Frasco de 500 e 1000 comprimidos"
FARMA HOLDINGS SA,Fluconazole Capsules BP 200mg,Fluconazol,200mg,Capsulas,Embalagem 10x10 e 1x10 capsulas e frasco de 500 capsulas
OPASTAC Mozambique Lda,Topigel 200mg/g gel,Benzocaina,200mg/g,Gel,Tubo de 100ml
OPASTAC Mozambique Lda,Octocaina 1:50.000,"Lidocaína, hidrocloreto + Epinefrina","20mg/ml + 0,02mg/ml",Solucao injectavel,Embalagem contendo 50 frascos de 1.8ml
OPASTAC Mozambique Lda,Octocaina 1:100.000,"Lidocaína, hidrocloreto + Adrenalina","20mg/ml + 0,02mg/ml",Solucao injectavel,Embalagem contendo 50 carpules (ampolas cilindricas) de 1.8ml
OPASTAC Mozambique Lda,Meganest 200,"Articaina, hidrocloreto + Epinefrina",72mg,Solucao injectavel,Frasco de vidro de 1.8ml
OPASTAC Mozambique Lda,Isogaine 3%,Cloridrato de Mepivacaina,54mg/1.8ml,Solucao injectavel,Embalagem contendo 50 ampolas
SHAHOMBE SA,XYNTOC INJECTION,Oxitocina,10UI/ml,Solucao injectavel,Embalagem de 10 ampolas de 1ml
"MEDIS FARMACÊUTICA, LDA",Trifene 600,Ibuprofeno,600mg,Comprimidos revestidos por pelicula,"Blisters de 20, 30 e 60 comprimidos"
"MEDIS FARMACÊUTICA, LDA",Rofy 50mg,Tramadol cloridrato,50mg,Capsulas,Embalagens contendo 2 blisters de 10 capsulas
"SHANI, LIMITADA",Pararapido Extra,Paracetamol + Cafeina,500mg + 30 mg,Comprimidos,8 blisters de 12 comprimidos
"MEDIS FARMACÊUTICA, LDA",Paracetamol Algik 32mg/ml,Paracetamol,32mg/ml,Solucao oral,Frasco de vidro de 120ml
"SHANI, LIMITADA",INTERDERMA,Gentamicina sulfato + Betametasona dipropionato + Clotrimazol,"1m/g + 0,5mg/g + 10mg/g",Crème,Tubo de 30g
FARMA HOLDINGS SA,MYHEP 400mg,Sofosbuvir,400mg,Comprimidos Revestidos por pelicula,Embalagem contendo frasco de 28 comprimidos
MEDIMPORT LDA,IB-U-RON GEL MENTOL,Ibuprofeno,50mg/g,Gel,Bisnaga de 60g e 100g
