EMPRESA,NOME COMERCIAL,SUBSTÂNCIA ACTIVA,DOSAGEM,FORMA,APRESENTAÇÃO
"GENERICS & SPECIALITIES, Lda",Paluface-SP-100,Artesunato + Sulfadoxina + Pirimetamina,100mg+500mg+25mg,Comprimidos Revestidos,Blister de 9 comprimidos
"GENERICS & SPECIALITIES, Lda",PEN G,FENOXIMETILPENICILINA( PENICILINA V),500mg,Comprimidos Revestidos,CARTEIRA 10 COMP
"GENERICS & SPECIALITIES, Lda",PIROXIGEN,Piroxicam,20MG,Cápsulas,EMBALAGEM  10x 10
"GENERICS & SPECIALITIES, LDA",ERYTHROGEN,"Eritromicina, Estearato",500mg,Comprimidos,Embalagem 10X10
"GENERICS & SPECIALITIES, LDA",ERYTHROGEN 125,"Eritromicina, Estearato",125mg/5mL,Suspensão Oral,FRACO 100 ML
"GENERICS & SPECIALITIES, LDA",ERYTHROGEN 250,"Eritromicina, Estearato",250mg/5mL,Suspensão Oral,FRACO 100 ML
"GENERICS & SPECIALITIES, Lda",Gencycline,Hirocloreto de Tetraciclina,500mg,Cápsulas,Embalagem 10X10
"GENERICS & SPECIALITIES, Lda",FLUGEN,"PARACETAMOL+CAFEÍNA,anidra+CLORFENIRAMINA,maleato+FENILEFRINA,cloridrato",300mg + 30.6mg + 2.1mg + 5.25mg,Cápsulas,BLISTER  DE 10 CÁPS
"GENERICS & SPECIALITIES, Lda",NEUROBION FORTE,Tiamina (Vit B1) + Piridoxina + Cianocabalamina + Nicotinamida + Pantotenato de Cálcio,10mg + 3mg + 15mcg + 100mg + 50mg,Comprimidos Revestidos,BLISTERES 2 X 5 X 10 COMP
"GENERICS & SPECIALITIES, LDA",GENDOL,Paracetamol,500mg,Comprimidos,Embalagens 10X10 e 50x10
"GENERICS & SPECIALITIES, Lda",Cotrigen,Sulfametoxazol + Trimetoprim,400mg + 80mg,Comprimidos,Embalagem 10X10
"GENERICS & SPECIALITIES, Lda",ARTEFIL-100,Artesunato,100mg,Comprimidos Revestidos,Blister de 6 comprimidos
"GENERICS & SPECIALITIES, Lda",ARTEFIL-50,Artesunato,50mg,Comprimidos,Blister de 6 comprimidos
"GENERICS & SPECIALITIES, Lda",ATORGEN,Atorvastatina Cálcio,20mg,Comprimidos Revestidos,Blister de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",SPAFIL,Sulfadoxina + Pirimetamina + Artesunato,500mg+25mg+100mg,Comprimidos,Blister de 9 comp: 6+3
"GENERICS & SPECIALITIES, Lda",SPAFIL KID,Sulfadoxina + Pirimetamina + Artesunato,500mg+25mg+50mg,Comprimidos,Blister de 9 comp: 6+3
"GENERICS & SPECIALITIES, Lda",GENCIN,Gentamicina,40mg,Solução Injectável,
"GENERICS & SPECIALITIES, Lda",Nistatina Suspensão oral,Nistatina,100000 U.I/5ml,Suspensão Oral,
"GENERICS & SPECIALITIES, Lda",Tosselvon Linctus,"Bromexina, Hidrocloreto",4mg/5mL,Xarope,Frasco de 100mL
"GENERICS & SPECIALITIES, Lda",Lumbrix S,Mebendazol USP,100mg/5mL,Suspensão Oral,
"GENERICS & SPECIALITIES, Lda",Sarnax,Benzil benzoato BP,25%W/V,Emulsão Cutânea,
"GENERICS & SPECIALITIES, Lda",BROZEET,"Terbutalina, Sulfato + Ambroxol, Hidrocloreto + Guaifenisina",1.5mg + 15mg + 50mg,Xarope,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",AZITHRAL-250,"Azitromicina, Dihidrato",250mg,Comprimidos,
"GENERICS & SPECIALITIES, Lda",AZITHRAL-500,"Azitromicina, Dihidrato",500mg,Comprimidos,
"GENERICS & SPECIALITIES, LDA",CLARITHRO-500,Claritromicina,500mg,Comprimidos,
"GENERICS & SPECIALITIES, Lda",GLYCODIN COUGH SYRUP,Hidrato de Terpina + Hidrobrometo de Dextrometorfano + Levomentol,10mg/5ml + 10mg/5ml + 3.75mg/5ml,xarope,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",MULTIGEN,Multivitaminas,2500UI+200UI+1mg+1mg+0.5mg+15mg+25mg,Comprimidos,50x10
"GENERICS & SPECIALITIES, Lda",NALGEN S,Ácido Nalidíxico,300mg/5mL,Suspensão Oral,
"GENERICS & SPECIALITIES, Lda",ENERGEN,Vit. B1 + Vit. B6+Vit B2+Vit B12+Nicotinamida+Ácido fólico,"1mg+1mg+15mg+1mg+1mcg+0,5mg",Comprimidos,10x10
"GENERICS & SPECIALITIES, Lda",MORPHIGESIC,"Morfina, Sulfato",30mg,Comprimidos,
"GENERICS & SPECIALITIES, Lda",Glicose Infusão Intravenosa,Glicose anídrica,5%,Infusão Intravenosa,Balão de 250ml e de 500ml
"GENERICS & SPECIALITIES, Lda",ALUGEN,Hidróxido de Alumínio,500mg,Comprimidos,embalagens 10X10
"GENERICS & SPECIALITIES, Lda",CLORETO DE SÓDIO BP,Cloreto de Sódio,0.9%w/m,Solução injectável,"Balões de 250, 500 e 1000ml"
"GENERICS & SPECIALITIES, Lda",GENFORM,"Metformina, hidrocloreto",500mg,Comprimidos,embalagens 10X10
"GENERICS & SPECIALITIES, Lda",GLIGEN,Glibenclamida,5mg,Comprimidos,EMBALAGEM  10x 10
"GENERICS & SPECIALITIES, Lda",GENSIDAR,Sulfadoxina + Pirimetamina,500mg + 25mg,Comprimidos,Blister de 3 comp.
"GENERICS & SPECIALITIES, LDA",GENMOX-125,Amoxicilina,125mg/5mL,Suspensão Oral,Frasco de 100mL
"GENERICS & SPECIALITIES, LDA",GENMOX-250,Amoxicilina,250mg/5mL,Suspensão Oral,Frasco de 100mL
"GENERICS & SPECIALITIES, Lda",INDOGEN,Indometacina,25mg,Cápsulas,EMBALAGEM  10x 10
"GENERICS & SPECIALITIES, Lda",LOPERAMIDA HIDROCLORETO USP,Loperamida Hidrocloreto USP,2mg,Cápsulas,EMBALAGEM  10x 10
"GENERICS & SPECIALITIES, Lda",TETRAGEN,Hirocloreto de Tetraciclina,500mg,Cápsulas,Embalagem 10X10 de 500 e 1000 cáps
"GENERICS & SPECIALITIES, Lda",XILOGEN,"Xilometazolina, hidrocloreto","0,1% m/v",Gotas Nasais,Frasco de 15ml
"GENERICS & SPECIALITIES, LDA",GENCOL,Cloranfenicol,0%,Gotas auriculares,
"GENERICS & SPECIALITIES, LDA",DICLOGEN,Diclofenac Sódico,25mg,Injectável,
"GENERICS & SPECIALITIES, Lda",HALOCEF CAPSULES,Cefaclor  anídrico,500mg,Cápsulas,
"GENERICS & SPECIALITIES, LDA",GENCOL,"Cloranfenicol, Suiccinato de Sódio",1g/10ml,Pó para suspensão injectável,
"GENERICS & SPECIALITIES, Lda",GEN-Q-INJECTION,"Quinina, Dihidrocloreto",300ml/ml,Solução Injectável,
"GENERICS & SPECIALITIES, LDA",GENCOL,Cloranfenicol,"0,5% w/V",Gotas Oftálmicas,
"GENERICS & SPECIALITIES, LDA",GENSONE,"Prednisolona, Acetato",10mg/mL,Gotas Oftálmicas,
"GENERICS & SPECIALITIES, Lda",ATENOGEN,Atenolol,100mg,Comprimidos,
"GENERICS & SPECIALITIES, Lda",DARACOM,Vitaminas do Complexo B,10mg + 0.5mg + 1mg + 10mg + 0.5mg + 1.5mcg,Solução Injectável,
"GENERICS & SPECIALITIES, Lda",GENCIN,Gentamicina,0.003,Gotas Oftálmicas,
"GENERICS & SPECIALITIES, Lda",CIPROCIR,Ciprofloxacina,"0,3% w/v",Gotas Oftálmicas,
"GENERICS & SPECIALITIES, Lda",NALGEN,Ácido Nalidíxico,500mg,Comprimidos,
"GENERICS & SPECIALITIES, Lda",CAPTOGEN,Captopril,25mg,Comprimidos,Embalagem de 10 blister de 10 comp
"GENERICS & SPECIALITIES, Lda",GENCODYL,Bisacodil,5mg,Comprimidos,Embalagem de 10 blister de 10 comp
"GENERICS & SPECIALITIES, Lda",METILGEN,Metildopa,250mg,Comprimidos,Caixinha de 10 blistersx10 comp
"GENERICS & SPECIALITIES, LDA",GENCOL - S,"Cloranfenicol, Palmitato",250mg/5mL,Suspensão Oral,Frasco de 100mL
"GENERICS & SPECIALITIES, Lda",METAGEN,"Metoclopramida, Hidrocloreto",10mg,Comprimidos,Embalagem de 10 blister de 10 comp
"GENERICS & SPECIALITIES, Lda",G-CLOX,Cloxacilina,500mg,Cápsulas,Embalagem de 10 blister de 10 caps
"GENERICS & SPECIALITIES, Lda",MORPHIGESIC 5 SYRUP,"Morfina, Sulfato",5mg/5mL,Xarope,Frasco de 100mL
"GENERICS & SPECIALITIES, Lda",MORPHIGESIC 10mg,"Morfina, Sulfato",10mg,Comprimidos,"Embalagens de de 10, 100, 1000 comp"
"GENERICS & SPECIALITIES, Lda",GENCIN,"Gentamicina, sulfato",40mg/mL,Solução Injectável,Embalagens contendo 10 blisters de 10 ampolas de 2mL
"GENERICS & SPECIALITIES, Lda",RANITIDINE TABLETS USP,"Ranitidina, Hidrocloreto",300mg,Comprimidos,Embalagens contendo 10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",DIABEND-40,Gliclazida,40mg,Comprimidos,Embalagens contendo 10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",DIABEND,Gliclazida,80mg,Comprimidos,Embalagens contendo 3 blisters de 20 comp; 10x10
"GENERICS & SPECIALITIES, Lda",BAL-ESTON,Betametasona,0.5mg,Comprimidos,Embalagem 10X10
"GENERICS & SPECIALITIES, Lda",ARPIMUNE ME-100,Ciclosporina,100mg,Cápsulas,Embalagem 10X5
"GENERICS & SPECIALITIES, Lda",BENZILPENICILINA PROCAÍNA,Benzilpenicilina Procaína,3 Mega,Solução Injectável Estéril,"Frasco de 15ml, 50x15ml, 12x50x15ml"
"GENERICS & SPECIALITIES, Lda",AMPICILINA SÓDICA,Ampicilina,0.5g,Pó para Injectável,Embalagem com 50 Frascos de 7ml
"GENERICS & SPECIALITIES, Lda",BENZILPENICILINA BENZATÍNICA,Benzilpenicilina Benzatínica,2.4 Mega,Pó para Solução Injectável,
"GENERICS & SPECIALITIES, Lda",MOFETYL-250,Mycophenolate Mofetil,250mg,Comprimidos Revestidos,Embalagem de 33x10
"GENERICS & SPECIALITIES, Lda",MULTIGEN-S,Vit.A+Vit.D3+Cloridrato de Tiamina+Riboflavina 5 Fosfato de Sodio+Vit.B6+Vit.B12+Niacinamida+Vit.C+D - Pantanol,5000IU+400IU+3mg+0.86mg+2mg+5mg+20mg+10mg+5mg,Xarope,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",GENVITA-S,Tiamina+Riboflavina+Piridoxina+Cianocobalamina+Niacinamida+D-Pantenol,5mg + 2.5mg + 1.5mg + 2.5mg + 25mg + 2.5mg,Xarope,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda","TETRACICLINA, HIDROCLORETO POMADA OFTÁLMICA A 1%","Tetraciclina, Hidrocloreto",1%w/w,Pomada Oftálmica,"Bisnaga de 3,5/5g"
"GENERICS & SPECIALITIES, Lda",ALSARTAN 25,Losartan Potássico,25mg,Comprimidos,Embalagens contendo 1 blister x 10 comp e 10 blistrs x 10 comp
"GENERICS & SPECIALITIES, Lda",ALSARTAN 50,Losartan Potássico,50mg,Comprimidos,Embalagens contendo 1 blister x 10 comp e 4 blistrs x 7 comp
"GENERICS & SPECIALITIES, LDA",CLERON,Claritromicina,125mg/5mL,Pó para Suspensão Oral,Frasco de 100mL
"GENERICS & SPECIALITIES, Lda",GENFER,Sulfato Ferroso Seco + Ácido Fólico + Monohidrato de Sulfato de Zinco,150mg + 0.5mg + 61.8mg,Cápsulas,Embalagem contendo 3 blisters de 10 caps
"GENERICS & SPECIALITIES, Lda",NASIVION,"Oxymetazolina, Hidrocloreto",0%,Gotas nasais,Frasco de 10ml
"GENERICS & SPECIALITIES, Lda",NASIVION,"Oxymetazolina, Hidrocloreto",0%,Gotas nasais,Frasco de 10ml
"GENERICS & SPECIALITIES, Lda",NASIVION,"Oxymetazolina, Hidrocloreto",0%,Gotas nasais,Frasco de 10ml
"GENERICS & SPECIALITIES, Lda",PROMETAZINA INJECTAVEL,"Prometazina, Hidrocloreto",25mg/2ml,Injectável,Ampolas de 2ml
"GENERICS & SPECIALITIES, Lda",MAJEROL,Carbamazepina,200mg,Comprimidos,"Embalagens contendo 10 blisters de 10 comp, 1000"
"GENERICS & SPECIALITIES, Lda",ARISTO ACICLO,Aceclofenac,100mg,Comprimidos,Embalagens contendo 3 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",AMPICILINA SODICA PARA INJECÇÃO,Ampicilina Sodica,0.25g,Injectável,Frasco de 5ml
"GENERICS & SPECIALITIES, Lda",NYGEN S,Nistatina,100000UI,Pó para Suspensão Oral,Frasco de 30ml
"GENERICS & SPECIALITIES, Lda",AZITHRAL LIQUID 200,Azitromicina,200mg/5ml,Suspensão Oral,Frasco de 15ml
"GENERICS & SPECIALITIES, Lda",ALSARTAN-AM,Losartan Potássio + Amlodipina Basilato,50mg + 5mg,Comprimidos,Embalagens contendo 4 blisters de 7 comp
"GENERICS & SPECIALITIES, Lda",ALSARTAN-H,Losartan PotássiCo + Hidroclorotiazida,"50mg + 12,5mg",Comprimidos,Embalagens contendo 4 blisters de 7 comp
"GENERICS & SPECIALITIES, Lda",AZORAN,Azatioprina,50mg,Comprimidos Revestidos,10X10
"GENERICS & SPECIALITIES, Lda","LODOZ 2,5",Furoato de Bisoprolol + Hidroclortiazida,"2,5mg + 6,25mg",Comprimidos,3x10
"GENERICS & SPECIALITIES, Lda",LODOZ 5,Furoato de Bisoprolol + Hidroclortiazida,"5mg + 6,25mg",Comprimidos,3x10
"GENERICS & SPECIALITIES, Lda",AUROLIZA 10,Lisinopril,10mg,Comprimidos,20x14
"GENERICS & SPECIALITIES, Lda",AUROLIZA 20,Lisinopril,20mg,Comprimidos,20x14
"GENERICS & SPECIALITIES, Lda",ISOCOR 20,"Isossorbido, Monohidrato",20mg,Comprimidos,10x10
"GENERICS & SPECIALITIES, Lda",Ethyl Chloryde BP Spray,Cloreto de Etilo,100%,Spray,Frasco de 100ml
"GENERICS & SPECIALITIES, LDA",LAMIVUDINA + NEVIRAPINA + ZIDOVUDINA,Lamivudina + Zidovudina + Nevirapina,150mg + 300mg + 200mg,Comprimidos,frasco HDPE de 60 comprimidos
"GENERICS & SPECIALITIES, Lda",ELOSONE OINTMENT,Furoato de mometasona,"0,1% m/m",Pomada,Emb. Bisnaga de 30g
"GENERICS & SPECIALITIES, Lda",CANDACORT CREAM,Clotrimazol + hidrocortizona,10mg+10mg,Creme tópico,Emb. Bisnaga de 15g
"GENERICS & SPECIALITIES, Lda",IBUPROFENO,Ibuprofeno,400mg,Comprimidos Revestidos,10x10
"GENERICS & SPECIALITIES, Lda",FOBAN CREAM,ácido fusídico,2% w/w,Creme,Emb. Bisnaga de 5g e 15g
"GENERICS & SPECIALITIES, Lda",DEZOR CREAM,Ketoconazol,2% w/w,Creme,Emb. Bisnaga de 15g
"GENERICS & SPECIALITIES, Lda",ELOSONE CREAM,Furoato de mometasona,0.1% w/w,Creme,Emb. Bisnaga de 15g
"GENERICS & SPECIALITIES, Lda",BEPROGEL SOLUÇÃO TÓPICA,Dipropionato de betametasona,0.05% w/v,Solução tópica,Emb. Frasco plastico de 30ml
"GENERICS & SPECIALITIES, Lda",Sulfato de gentamicina,"Gentamicina, Sulfato",80mg/2ml,Solução Injectável,Tabuleiro com 10 ampolas
"GENERICS & SPECIALITIES, Lda",Griseofulvina BP 2005,Greseofulvina,500mg,Comprimidos,Embalagem com 100 comprimidos
"GENERICS & SPECIALITIES, Lda",Cloranfenicol BP 2007,Cloranfenicol,250mg,Cápsulas,frasco de 1000 cápsulas
"GENERICS & SPECIALITIES, Lda",VINCRISTINA SULFATO,Vincristina sulfato,2mg/2mL,Soluçao injectavel,Ampolas de 2mL
"GENERICS & SPECIALITIES, Lda",ZIDOVUDINA + LAMIVUDINA + NEVIRAPINA,Lamivudina + Zidovudina + Nevirapina,150mg + 300mg + 200mg,Comprimidos,Emb. Frasco de 60 comp.
"GENERICS & SPECIALITIES, Lda",Efavirenz capsulas,Efavirenz,200mg,Cápsulas,Emb. Frasco de 90 cap.
"GENERICS & SPECIALITIES, Lda",TENOFOVIR DISOPROXIL + EMTRICITABINA,Tenofovir disoproxil + Emitricitabina,300mg + 200mg,Comprimidos Revestidos,Emb. Frasco de 30 comp.
"GENERICS & SPECIALITIES, Lda",TENOFOVIR DISOPROXIL FUMARATO + EFAVIRENZ + EMTRICITABINA,Efavirenz + Emtricitabina + Tenofovir disoproxil fumarato,600mg + 200mg + 300mg,Comprimidos Revestidos,Emb. Frasco de 30 comp.
"GENERICS & SPECIALITIES, Lda",TENOFOVIR DISOPROXIL + LAMIVUDINA,Tenofovir disoproxil + Lamivudina,300mg+ 300mg,Comprimidos Revestidos,Emb. Frasco de 30 comp.
"GENERICS & SPECIALITIES, Lda",TENOFOVIR DISOPROXIL +LAMIVUDINA + EFAVIRENZ,Tenofovir disoproxil + Lamivudina+Efavirenz,300mg + 300mg + 600mg,Comprimidos Revestidos,Emb. Frasco de 30 comp.
"GENERICS & SPECIALITIES, Lda",REJUN 50,Cittrato de Clomifeno,50mg,Comprimidos,6 blisters de 5 comp
"GENERICS & SPECIALITIES, Lda",ARPIMUNE ME SOLUÇÃO ORAL,Ciclosporina,100mg/ml,Solução oral,Frasco de 50ml
"GENERICS & SPECIALITIES, Lda",TRIAXONE 1000,Ceftriaxona Sódica,1000mg,Pó para Injectável,Frasco de 100mg
"GENERICS & SPECIALITIES, Lda",KARDAM 5,"Amlodipina, besilato",5mg,Comprimidos,10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",KARDAM 10,"Amlodipina, besilato",10mg,Comprimidos,10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",AUROCEF 250,Cefalexina,250mg,Cápsulas,10 blisters de 10 caps
"GENERICS & SPECIALITIES, Lda",AUROCEF 500,Cefalexina,500mg,Cápsulas,10 blisters de 10 caps
"GENERICS & SPECIALITIES, Lda",CANDICAN,Fluconazol,2mg/ml,Injectável,Frascos de 100ml
"GENERICS & SPECIALITIES, Lda",PARACETIN EYE DROPS,Cloranfenicol,"0,5% m/v",Solução Oftálmica,Frasco de 10ml
"GENERICS & SPECIALITIES, Lda",ARPIMUNE ME 25,Ciclosporina,25mg,Cápsulas,10 blisters de 5 caps
"GENERICS & SPECIALITIES, Lda",ARPIMUNE ME 50,Ciclosporina,50mg,Cápsulas,10 blisters de 5 caps
"GENERICS & SPECIALITIES, Lda",BROMOGEN 2.5,Bromocriptina,2.5mg,Comprimidos,5 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",AROXICAM 7.5,Meloxicam,7.5mg,Comprimidos,3 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",AROXICAM 15,Meloxicam,15mg,Comprimidos,3 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",CEFUXIME 750,Cefuroxima sódica,750mg,Pó para Injectável,Frasco de 15ml
"GENERICS & SPECIALITIES, Lda",KOACT 156.25,Amoxicilina + Ácido Clavulânico,125mg/5ml + 31.25mg/5ml,Pó para Suspensão Oral,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",KOACT 312.50,Amoxicilina + Ácido Clavulânico,250mg/5ml + 62.5mg/5ml,Pó para Suspensão Oral,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",STAVUDINE CAPSULES,Estavudina,30mg,Cápsulas,Frasco de 60 caps
"GENERICS & SPECIALITIES, Lda",TENOFOVIR DISOPROXIL TABLETS,Tenofovir disoproxil fumarato,300mg,Comprimidos,Frasco de 60 comp
"GENERICS & SPECIALITIES, Lda",ABACAVIR SULFATO TABLETS,"Abacavir, Sulfato",300mg,Comprimidos,Frasco de 60 comp
"GENERICS & SPECIALITIES, Lda",ARISTOZYME CAPSULES,Pepsina + Diastase,10mg + 50mg,Cápsulas,Embalagem de 5 blisters de 6 caps
"GENERICS & SPECIALITIES, Lda",ARISTOZYME LIQUID,Pepsina + Diastase,10mg + 50mg,Xarope,Frasco de 200ml
"GENERICS & SPECIALITIES, Lda",ROXEM 150,Roxitromicina,150mg,Comprimidos,10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",PANTOP,Pantoprazol,40mg,Comprimidos,10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",EMADINE 5,"Amlodipina, besilato",5mg,Comprimidos,10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",LIVOGEN Z,Fumarato Ferroso + Ácido Fólico + Sulfato de Zinco,152mg + 750mcg + 61.8mg,Comprimidos,5 blisters x 3 x 10 comp
"GENERICS & SPECIALITIES, Lda",AMOXICILINA BP SUSPENSÂO ORAL,Amoxicilina Trihidrato,125mg/5ml,Suspensão Oral,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",AMOXICILINA BP SUSPENSÂO ORAL,Amoxicilina Trihidrato,250mg/5ml,Suspensão Oral,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",AMOXICILINA 500,Amoxicilina Trihidrato,500mg,Cápsulas,Embalagem de 10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",PARACETAMOL  BP SUSPENSÃO ORAL,Paracetamol,125mg/5ml,Suspensão Oral,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",FENOXIMETILPENICILINA,Fenoximetilpenicilina Potássica,500mg,Comprimidos,Embalagem de 10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",COTRIMOXAZOL BP,Sulfametoxazol + Trimetoprim,200mg/5ml + 40mg/5ml,Suspensão Oral,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",LOPINAVIR E RITONAVIR,Lopinavir + Ritonavir,100mg+25mg,Comprimidos,Frasco de 60 comp
"GENERICS & SPECIALITIES, Lda",LOPINAVIR E RITONAVIR,Lopinavir + Ritonavir,200mg+50 mg,Comprimidos,Frasco de 120 comp
"GENERICS & SPECIALITIES, Lda",TENOFOVIR DISOPROXIL FUMARATO,Tenofovir disoproxil fumarato,300mg,Comprimidos,Embalagem de 30 comp
"GENERICS & SPECIALITIES, Lda",PENICILINA V POTASSIO,Fenoximetilpenicilina,250mg/5ml,Pó para Suspensão Oral,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",EMTRICITABINA + TENOFOVIR DISOPROXIL FUMARATO,Tenofovir disopropil fumarato + Emtricitabina,300mg + 200mg,Comprimidos,Embalagem de 30 comp
"GENERICS & SPECIALITIES, Lda",CLOBETAMIL CREME,Propionato de Clobetasol,0.05% w/w,Creme,Bisnaga de 10g
"GENERICS & SPECIALITIES, Lda",BETAMIL GM CREME,Dipropionato de Betametasona + Gentamicina + Nitrato de Miconasol,"0.05% w/w  +  0,1% w/w + 2% w/w",Creme,Bisnaga de 10g
"GENERICS & SPECIALITIES, Lda",HIDRALAZINA,Hidralazina,25mg,Comprimidos,Frasco de 500 comp
"GENERICS & SPECIALITIES, Lda",HALOTANO,Halotano,100% v/v,Liquido volatil para inalação,Frasco de 250ml
"GENERICS & SPECIALITIES, Lda",Z CIL,Ampicilina,500mg,Pó para Injecção,Frasco de 5ml
"GENERICS & SPECIALITIES, Lda",KOACT 625,Trihidrato de Amoxicilina + Clavulanato de Potássio,500mg + 125mg,Comprimidos,Embalagem contendo 3 blisters de 5 comp
"GENERICS & SPECIALITIES, LDA",ASTHAGEN 100,"Salbutamol, sulfato",100mcg,Aerosol,Frascos de 200 doses
"GENERICS & SPECIALITIES, LDA",BECLOGEN,"Betametasona, Dipropionato",200mcg,Aerosol,Frascos de 200 doses
"GENERICS & SPECIALITIES, Lda",CLORIDRATO DE CIPROFLOXACINA,Ciprofloxacina,500mg,Comprimidos,Frascos de 1000 comp
"GENERICS & SPECIALITIES, Lda",DOXICICLINA,Doxiciclina,100mg,Comprimidos,Frascos de 1000 comp
"GENERICS & SPECIALITIES, LDA",HAEMACCEL,Polipeptideo de Gelatina + Cloreto de Sodio + Cloreto de Potássio + Cloreto de Cálcio,"3,5g + 0,85g + 0,0038g + 0,070g",Solução para infusão,Frascos de 500ml
"GENERICS & SPECIALITIES, Lda",AMOXICILINA,Amoxicilina,500mg,Cápsulas,10 blisters de 10 caps
"GENERICS & SPECIALITIES, Lda",PENICILINA PROCAINA 3 MEGA,Penicilina Procaína,3000000UI,Pó para Injecção,10 frascos de 8ml
"GENERICS & SPECIALITIES, Lda",PENICILINA BENZATÌNICA,Penicilina Benzatínica,2400000UI,Pó para Injecção,10 frascos de 8ml
"GENERICS & SPECIALITIES, Lda",BALFEN 200,Ibuprofeno,200mg,Comprimidos,10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",IBUPROFENO,Ibuprofeno,400mg,Comprimidos,10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",I-VITA,Vitamina A Palmito,200.000UI,Cápsulas,"Frascos de 1000 caps, 500"
"GENERICS & SPECIALITIES, Lda",ISOFLURANO,Isoflurano,100%v/v,Liquido para inalação,Frascos de 100ml e 250ml
"GENERICS & SPECIALITIES, Lda",SEVOFLURANO,Sevoflurano,100%v/v,Liquido para inalação,Frascos de 250ml
"GENERICS & SPECIALITIES, Lda",LIGNOVIT 20,"Lidocaína, Hidrocloreto",21mg,Solução Injectável,Frasco de 50ml
"GENERICS & SPECIALITIES, Lda",PREDNISOLONA 5,Prednisolona,5mg,Comprimidos,Frasco de 100 comp
"GENERICS & SPECIALITIES, Lda",PREDNISOLONA 20,Prednisolona,20mg,Comprimidos,Frasco de 100 comp
"GENERICS & SPECIALITIES, Lda",HALOPERIDOL,Haloperidol,5mg,Comprimidos,Frasco de 1000 comp
"GENERICS & SPECIALITIES, Lda",SULFATO ÁCIDO DE KANAMICINA,"Kanamicina, Sulfato",2g/8mL,Pó para Injecção,Frascos de 7mL
"GENERICS & SPECIALITIES, Lda",Bupivit D,Bupivacaina hidrocloreto + dextrose,5mg/mL + 50mg/mL,Solução injectável,Emb.com ampolas 4ml
"GENERICS & SPECIALITIES, Lda",Bupivit,Bupivacaina hidrocloreto,5mg/mL,Solução injectável,Emb.com ampolas 4ml e de 20ml
"GENERICS & SPECIALITIES, Lda",Lignovit 20 AH,Lidocaína+ adrenalina,"20mg/ml+0,0125mg/ml",Solução injectável,Emb.com frascos de 20ml
"GENERICS & SPECIALITIES, Lda",CANDAZOLE LOTION,Clotrimazol,10mg/ml,Loção,Emb. Frascos plástico de  10ml
"GENERICS & SPECIALITIES, Lda",ORREPASTE,"Triancinolona, Acetato","0,1% w/w",Pasta oral,Emb. Bisnaga de 5g
"GENERICS & SPECIALITIES, Lda",BEPROSONE CREAM,"Betametasona, diproprionato","0,05%w/w",Creme,Emb. Bisnaga de 15g
"GENERICS & SPECIALITIES, Lda",FOBAN OINTMENT,ácido fusídico,2% w/v,Pomada,Emb. Bisnaga de 5g e de 15g
"GENERICS & SPECIALITIES, Lda",U-CLOSONE POMADA,Butirato de clobetasol,"0,05%w/w",Pomada,Emb. Bisnaga de 15g
"GENERICS & SPECIALITIES, LDA",CLODERM CREAM,Propionato de clobetasol,"0,05%w/w",Creme,Emb. Bisnaga de 15g
"GENERICS & SPECIALITIES, Lda",BEPROSALIC  OINTMENT,Diproprionato de Beclometasona + ácido salicilico,"0,05%w/w + 3% w/w",Pomada,Emb. Bisnaga de 15g
"GENERICS & SPECIALITIES, LDA",CLODERM OINTMENT,Propionato de clobetasol,"0,05%w/w",Pomada,Emb. Bisnaga de 15g
"GENERICS & SPECIALITIES, Lda",DEZOR SHAMPOO,Ketoconazol,2% w/v,Shampoo,Emb. Frascos de  60ml e 120ml
"GENERICS & SPECIALITIES, Lda",DIDANOSINA,Didanosina,400mg,Cápsulas de libertação retardada,Frasco de 30 cápsulas
"GENERICS & SPECIALITIES, Lda",ZIDOVUDINA,Zidovudina,100mg,Cápsulas,100 Cápsulas
