EMPRESA,NOME COMERCIAL,SUBSTÂNCIA ACTIVA,DOSAGEM,FORMA,APRESENTAÇÃO
"GENERICS & SPECIALITIES, Lda",SULFATO DE ABACAVIR,"Abacavir, Sulfato",300mg,Comprimidos revestidos,Frasco de 60 comprimidos
"GENERICS & SPECIALITIES, Lda",DIDANOSINA,Didanosina,250mg,Cápsulas de libertação retardada,Frasco de 30 cápsulas
"GENERICS & SPECIALITIES, Lda",GENTALAB EYE/EAR DROPS,Gentamicina,"0,3% w/v",Gotas auriculares/Oftálmicas,Frasco de 10ml
"GENERICS & SPECIALITIES, Lda",NIFEDIPINA COMPRIMIDOS DE LIBERTAÇÃO PROLONGADA 30 MG,nifedipina,30mg,Comprimidos,Embalagem de 10 x 10 comp
"GENERICS & SPECIALITIES, Lda",IPRED,"Prednisolona, acetato",1% m/v,Suspensão oftálmica,Frasco de 5ml
"GENERICS & SPECIALITIES, Lda",GENXIME - 500,"Cefuroxima, axetil",500mg,Comprimidos,10 blister de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",CEMID - 250,Acetazolamida,250mg,Comprimidos,10 blister de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",MIPROST - 200,Misoprostol,200mg,Comprimidos,1 blister de 4 comprimidos
"GENERICS & SPECIALITIES, Lda",MYDRIPIN EYE DROPS USP,"Atropina, sulfato",1%,Solução oftálmica,Frasco de 5ml
"GENERICS & SPECIALITIES, Lda",QUANTEL 600,Praziquantel,600mg,Comprimidos revestidos,"FRASCO DE 8, 100 E 500 comprimidos"
"GENERICS & SPECIALITIES, Lda",NIFED RETARD,Nifedipina,20mg,Comprimidos,10 blister de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",TELMI - H,Telmisartan + Hidroclorotiazida,40mg + 12.5mg,Comprimidos,blister de 10 comprimidos e frasco de 10 comprimidos
"GENERICS & SPECIALITIES, LDA",DIGOXINA BP Comprimido,Digoxina,"0,25mg",Comprimidos,Frascos de 500 comprimidos e de 10 x 10
"GENERICS & SPECIALITIES, Lda",VITAQUINE,"Quinina, Hidrocloreto",300mg/mL,Solução Injectável,Âmpola de 2mL
"GENERICS & SPECIALITIES, Lda",ERYPRO SAFE - 4000,Eritropoetina Humana Recombinante alfa,4000 UI,soluçâo injectável,seringa de 1ml
"GENERICS & SPECIALITIES, Lda","LTHROX - 0,05",Levotiroxina sódica,"0,05mg",Comprimidos,embalagem contendo 10 carteiras de 10 coprimidos
"GENERICS & SPECIALITIES, Lda",GLIMIPREX 1,Glimepirida,1mg,Comprimidos,embalagem contendo 10 carteiras de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",GLIMIPREX 2,Glimepirida,2mg,Comprimidos,embalagem contendo 10 carteiras de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",GLIMIPREX 3,Glimepirida,3mg,Comprimidos,embalagem contendo 10 carteiras de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",GLIMIPREX 4,Glimepirida,4mg,Comprimidos,embalagem contendo 10 carteiras de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",NOPRIL-5 TABLETS,"lisinopril, dihidrato",5mg,Comprimidos,10 comprimidos em um blister ou frasco HDPE
"GENERICS & SPECIALITIES, Lda",LEVO - 72,Levonorgestrel,0.75mg,Comprimidos,embalagem de 1 blister de 2 comp.
"GENERICS & SPECIALITIES, Lda",NUFIL - SAFE,factor recombinante humano estimulante da colónia de granulócitos,300mcg/ 0.5ml,soluçâo injectável,seringas pré-cheia (dose única)
"GENERICS & SPECIALITIES, Lda",CLAVUGEN 1.2 INJECTÁVEL,Amoxicilina + Ácido Clavulânico,1000mg + 200mg,Pó para Solução Injectável,frasco de 20mL
"GENERICS & SPECIALITIES, Lda",BECLO-GC CREAM,"Beclometasona, dipropionato + gentamicina, sulfato + clotrimazol","0,025%w/w + 0,1% w/w + 1% w/w",Creme tópico,Bisnaga de 15gr
"GENERICS & SPECIALITIES, Lda",GROWVITA-5,Finasterida,5mg,Comprimidos,10 blister x 10 comp
"GENERICS & SPECIALITIES, Lda",ALLUCID,Hidroxido de aluminio + hidroxido de magnésio,120mg + 250mg,Comprimidos,10 blister X 10 comp e frasco de 1000 comp
"GENERICS & SPECIALITIES, Lda",CT-SUSPENSION,"Ciprofloxacina,hidrocloreto + tinidazol",250mg/5mL + 300mg/5mL,Suspensão Oral,frasco de 30mL
"GENERICS & SPECIALITIES, Lda",G-MET 5/500,"Metformina, cloridrato + Glibenclamida",500mg + 5mg,Comprimidos,10 carteiras de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",ANGINAL - 10,Dinitrato de isossorbido diluido,10mg,Comprimidos,10 carteiras de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",ACLO 200,Aciclovir,200mg,Comprimido,10 carteiras de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",TERFIN CREAM,"Terbinafina, Cloridrato",10mg/g,Creme,bisnaga de 15g
"GENERICS & SPECIALITIES, Lda",GRISEOFULVINA 500MG BP,Griseofulvina,500mg,Comprimidos,embalagem de 10 x10
"GENERICS & SPECIALITIES, LDA",KARIN,"Heparina, sódica",1000.UI,Injectável,frasco de 50mL
"GENERICS & SPECIALITIES, Lda",PANTOZ,Pantoprazol sódico,40mg,Pó para Injecção,frasco de 10ml
"GENERICS & SPECIALITIES, Lda",K- PENEM,Meropenem + carbonato de sódio,"1g + 90,2mg (500mg)",Pó para Injecção,10 frascos por embalagem
"GENERICS & SPECIALITIES, Lda",K- PIME,"Cefepime, Cloridrato",500mg,Pó para Injecção,Frasco de 20ml
"GENERICS & SPECIALITIES, Lda",BENZOL-5-LOTION,Peróxido de benzil Hidratado BP,5%w/w,Loção tópica,frasco de 30ml
"GENERICS & SPECIALITIES, Lda",XYLONE,"Xilometazolina, hidrocloreto",0.05% w/v,gotas nasais,Frasco de 10ml
"GENERICS & SPECIALITIES, Lda",XYLONE,"Xilometazolina, hidrocloreto",0.1% m/v,gotas nasais,Frasco de 10ml
"GENERICS & SPECIALITIES, Lda",METAGEN PLUS,Acetaminofeno + dextrometorfano iidrobrometo + succinato de doxilamina + clorfeniramina maleato,325mg + 15mg + 6.25mg + 4mg,Cápsulas,embalagem de 3 x 10 cápsulas
"GENERICS & SPECIALITIES, Lda",FEROFOL PLUS,Fumarato ferroso + polissacarídeo complexo de ferro + ascobato de sódio + ácido folico + cloridrato de piridoxina + óleo de peixe,"15mg + 15mg +20mg + 1mg + 25mg + 215,12mg + 53,46mg",Cápsulas moles de gelatina,embalagem de 10 x10
"GENERICS & SPECIALITIES, Lda",CALCIGEN,vitamina A palmitato + colecalciferol + carbonato de cálcio + hidrogeno fosfato de cálcio anidro,2500IU + 400IU + 50mg + 150mg,Cápsulas moles de gelatina,embalagem de 10 x10
"GENERICS & SPECIALITIES, Lda",FEROFOL,sulfato ferroso seco + cianocobalamina + ácido fólico + DL - serina + hidrogeno fosfato de calcio anidro,2500UI + 400IU + 50mg + 150mg,Cápsulas moles de gelatina,embalagem de 10 x10
"GENERICS & SPECIALITIES, Lda",GENTOSSE FORTE,"Guaifanasina + efedrina, HCL",200mg +25mg,Cápsulas moles de gelatina,embalagem de 10 x11
"GENERICS & SPECIALITIES, Lda",SPASMOL TABLETS,"Dicicloverina, hidrocloreto + Paracetamol",20mg + 500mg,Comprimidos,embalagem de 10 x 5 x 10 comprimidos
"GENERICS & SPECIALITIES, Lda",PROPOVAN 1%,Propofol,10mg/ml,emulsão Injectável,5 ampolas de 20ml
"GENERICS & SPECIALITIES, Lda",GENLIN FORTE,"Difenidramina, cloridrato + dextrometorfano, Bromidrato + fenelefrina, Cloridrato",50mg + 15mg + 5mg,Cápsulas moles de gelatina,Embalagen de 10 x 10cápsulas
"GENERICS & SPECIALITIES, Lda",KEDPRO,"Medroxiprogesterona, acetato",150mg/ml,Suspensão para injecção,Frasco de 1ml
"GENERICS & SPECIALITIES, Lda",GENLIN CÁPSULA,"Difenidramina, cloridrato",50mg,Cápsulas moles de gelatina,Embalagem de 10 x 10 comp
"GENERICS & SPECIALITIES, Lda",MEBENDAZOL SUSPENSÃO ORAL,Mebendazol,100mg/5mL,Suspensão Oral,Embalagem de 30ml
"GENERICS & SPECIALITIES, Lda",MIFITON,Mifepristona,200mg,comprimidos,embalagem de 3 carteiras de 1 commprimidos
"GENERICS & SPECIALITIES, Lda",FLUT-250,Flutamida,250mg,comprimidos,10 blister de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",PILENIL OINTMENT,Lidocaina hidrocloreto + Oxido de Zinco,"0,70% + 6,60%",Pomada,Tubo de 25g
"GENERICS & SPECIALITIES, Lda",FOLIAC,Ácido Fólico,5mg,Comprimidos,Embalagem de 30comprimidos e frasco de 1000 comprimidos
"GENERICS & SPECIALITIES, Lda",GLOBINA,Ferro (III) + Ácido fólico,"50mg + 0,5mg",Xarope,Frascos de 200 ml
"GENERICS & SPECIALITIES, Lda",BASALOG,Insulina Glargina (origem no rDNA),100UI/ml,Solução injectavel,Cartucho de 5 X 3ml
"GENERICS & SPECIALITIES, Lda",BASALOG,Insulina Glargina (origem no rDNA),100UI/ml,Solução injectavel,Frascos de 3ml e de 10ml
"GENERICS & SPECIALITIES, LDA",INSUGEN - R (REGULAR),Insulina humana (insulina de origem do ADN humano recombinante),100UI/5mL,Injectável,Cartuchos de 5 x 3mL
"GENERICS & SPECIALITIES, LDA",INSUGEN - N (NPH),Insulina humana (insulina de origem do ADN humano recombinante,100UI/5mL,Injectável,Cartuchos de 5 x 3mL
"GENERICS & SPECIALITIES, LDA",INSUGEN - 30/70 (BIFASICO),Insulina humana (insulina de origem do ADN humano recombinante,100UI/5mL,Injectável,Cartuchos de 5 x 3mL
"GENERICS & SPECIALITIES, Lda",MUPIBACT OINTMENT,Mupirocina,2%,Pomada Tópica,bisnaga de 5g e de 15g
"GENERICS & SPECIALITIES, Lda",ETOIN - 100,Fenitoína Sódica,100mg,Comprimidos,Blister de 10 x 10 comprimidos
"GENERICS & SPECIALITIES, Lda",SEPTLON,"Clorhexidina, gluconato + Cetrimida","15% m/v + 7,5%m/v",Solução antiseptica,frasco de 500ml e de 1000ml
"GENERICS & SPECIALITIES, Lda",METH - 25MG,Metotrexato,"2,5mg",Comprimidos,blister de 10 x10 comprimidos
"GENERICS & SPECIALITIES, Lda",BESTOR 5,Rosuvastatina Cálcica,5mg,Comprimidos,10 blister de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",BESTOR 10,Rosuvastatina Cálcica,10mg,Comprimidos,10 blister de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",BESTOR 20,Rosuvastatina Cálcica,20mg,Comprimidos,10 blister de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",NETRACORT SKIN OINTMENT,"Hidrocortisona, acetato",1%,Pomada Tópica,bisnaga de 15g
"GENERICS & SPECIALITIES, Lda",OMEP,Omeprazol,20mg,Cápsulas,10 blister de 10 Capsulas
"GENERICS & SPECIALITIES, Lda",DYNAMOX - 500,Amoxicilina,500mg,Cápsulas,10 blister de 10 Capsulas
"GENERICS & SPECIALITIES, Lda",RAPACAN - 1,Sirolimus,1mg,Comprimidos,Embalagem de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",RENODAPT 500,"Mofetil, micofenolato",500mg,Comprimidos,embalagem de 5x 10 comprimidos
"GENERICS & SPECIALITIES, Lda","TACROGRAF 0,5mg",Tacrolimus,0.5mg,cápsulas,embalagem de 1x 10 cápsulas
"GENERICS & SPECIALITIES, Lda",TACROGRAF 1mg,Tacrolimus,1mg,cápsulas,embalagem de 1x 10 cápsulas
"GENERICS & SPECIALITIES, Lda",PICON,Pimecrolimus,1%m/m,Creme tópico,bisnaga de 10g e de 30g
"GENERICS & SPECIALITIES, Lda",TWAKZ - 0.1,Tacrolimus,0.1% m/m,Pomada Tópica,bisnaga de 10g e de 30g
"GENERICS & SPECIALITIES, Lda",TWAKZ - 0.03,Tacrolimus,0.03% m/m,Pomada Tópica,bisnaga de 10g e de 30g
"GENERICS & SPECIALITIES, Lda",LABOZINE - 25,Hidralazina,25mg,Comprimidos,frasco de 500 Comprimidos
"GENERICS & SPECIALITIES, Lda",LABUWIK,"Azitromicina, Di-hidrato",500mg,comprimidos revestidos,Frasco de 100 comprimidos
"GENERICS & SPECIALITIES, Lda",IBULAB ORAL SUSPENSION,Ibuprofeno,100mg/5ml,xarope,frasco de 100ml
"GENERICS & SPECIALITIES, Lda",LANTAC- 150,"Ranitidina, cloridrato",150mg,comprimidos revestidos,frasco de 1000 comprimidos
"GENERICS & SPECIALITIES, Lda",TETRALAB- 500,Tetraciclina,500mg,Cápsulas,frasco de 1000 comprimidos
"GENERICS & SPECIALITIES, Lda",SALBUTAMOL INJECTION,"Salbutamol, Sulfato",0.5mg,Solução injectavel,Ampola de 1ml
"GENERICS & SPECIALITIES, Lda",FLUCAN - 200,Fluconazol,200mg,Cápsulas,blister de 4 comprimidos
"GENERICS & SPECIALITIES, Lda",AZILIN - 500,Azitromicina,500mg,Comprimidos,blister de 3 comprimidos
"GENERICS & SPECIALITIES, Lda",OMLINK - 20,Omeprazol,20mg,Cápsula,10 blister de 10 Cápsulas
"GENERICS & SPECIALITIES, LDA",MULTIGEN-S,Vitamina A (como palmitato) + Nitrato de tiamina + Riboflavina + Vitamina B12  + Vitamina C + Vitamina D3 +  Nicotinamida,"1000UI + 1,5mg + 1.5mg + 2.5mcg + 40mg + 200 UI 10mg",Xarope,Frasco de 100mL
"GENERICS & SPECIALITIES, Lda",METILGEN,Metildopa,250mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",AXACROME,Cloranfenicol,0.5% p/v,Gotas oftálmicas,Frasco LDPE de 10ml
"GENERICS & SPECIALITIES, LDA",HEPARINA INJECÇÃO BP,"Heparina, sódica",5000UI/5mL,Pó para Injecção,Frasco de 5mL
"GENERICS & SPECIALITIES, LDA",HEPARINA INJECÇÃO BP,"Heparina, sódica",25000UI/5mL,Pó para Injecção,Frasco de 5mL
"GENERICS & SPECIALITIES, Lda",ENOXAPARINA SODICA,Enoxaparina sódica,"20mg/0,2mL",Injectável,"Embalagem contendo seringa pre-cheia de 0,2mL"
"GENERICS & SPECIALITIES, Lda",ENOXAPARINA SODICA,Enoxaparina sódica,"40mg/0,4mL",Injectável,"Embalagem contendo 6 seringa pre-cheias de 0,4mL"
"GENERICS & SPECIALITIES, Lda",ENOXAPARINA SODICA,Enoxaparina sódica,"60mg/0,6mL",Injectável,"Embalagem contendo 6 seringas pre-cheia de 0,6mL"
"GENERICS & SPECIALITIES, Lda",ENOXAPARINA SODICA,Enoxaparina sódica,"80mg/0,8mL",Injectável,"Embalagem contendo6 seringas pre-cheia de 0,8mL"
"GENERICS & SPECIALITIES, LDA",IPRED,"Prednisolona, acetato",1% w/v,Solução oftálmica,Frasco plástico de 5mL
"GENERICS & SPECIALITIES, LDA",FLUGEN S,"Paracetamol + Fenilefrina, cloridrato + Clorfeniramina, maleato",(125mg + 5mg + 1mg)/5mL,Xarope,Frasco de vidro de 100mL
"GENERICS & SPECIALITIES, LDA",GENSONE 20,Prednisolona USP,20mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, LDA",GENCEF-0,Cefixima,400mg,Comprimido revestido por película,Embalagem contendo 1 blister de 10 Comprimidos
"GENERICS & SPECIALITIES, LDA",ADRIB,"Doxorrubicina, hidrocloreto",10mg,Pó liofilizado para Injecção,1x50 frascos
"GENERICS & SPECIALITIES, Lda",NEOMAG - D,Neomicina + Dexametasona,"0.55W/V + 0,1%W/V",Solucao oftalmica,Frasco de 10ml
"GENERICS & SPECIALITIES, Lda",GENFULVIN,Griseofulvina,500mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",ADREA 500,Hidroxiureia 500mg,500mg,Cápsulas,Embalagem contendo 10 blisters de 10 capsulas
"GENERICS & SPECIALITIES, LDA",ASTHAGEN,"Salbutamol, sulfato",100mcg,Aerossol,Embalagem contendo frasco de 200 doses
"GENERICS & SPECIALITIES, Lda",DEXAGEN,"Dexametasona, fosfato de sodio USP",4mg/mL,Injectável,Embalagem contendo 10 Ampolas de vidro de 2 ml
"GENERICS & SPECIALITIES, Lda",GENCORT,"Hidrocortisona, succinato de sódio",100mg,Injectável,Embalagem contendo
"GENERICS & SPECIALITIES, LDA",GENPARIN INJECTION,"Heparina, sódica",25000UI/5mL,Injectável,Embalagem contendo 5 ampolas de 5mL
"GENERICS & SPECIALITIES, LDA",GENCEF - S,Cefixima,100mg/5mL,Suspensão oral,Embalagem contendo frasco de vidro de 50mL
"GENERICS & SPECIALITIES, LDA",KETOGEN CREME,Cetoconazol,2% p/p,Creme,Embalagem contendo bisnaga de 10g
"GENERICS & SPECIALITIES, LDA",RIVFOL-5,Acido Folico,5mg,Comprimido,Embalagem contendo 10 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, LDA",AXAPARA,Paracetamol,1%p/v,Infusão intravenosa,Embalagem contendo 100ml
"GENERICS & SPECIALITIES, LDA",GENMOX 500,"Amoxicilina, Tri-hidratada",500mg,Cápsulas,Embalagem contendo 10 blisters de 10 cápsulas
"GENERICS & SPECIALITIES, LDA",AXACIP,Ciprofloxacina,200mg/100mL,Injectável,Frasco LDPE de 100mL
"GENERICS & SPECIALITIES, LDA",VANCOGEN,"Vancomicina, cloridrato",250mg,Injectável,Embalagem contendo 1 x 10 frascos
"GENERICS & SPECIALITIES, LDA",DOPASCOT,"Dopamina, cloridrato",40mg/mL,Injectável,Embalagem contendo 1 ampola de 5mL
"GENERICS & SPECIALITIES, LDA",LUPRODEX 3.75 (DEPOT),"Leuprorrelina, Acetato","3,75mg",Pó liofilizado para solução Injectável,Embalagem contendo 1 ampola de 2mL
"GENERICS & SPECIALITIES, LDA",LIDOGEN-I,"Lidocaina, cloridrato",20mg/mL,Injectável,Embalagem contendo 1 frasco multidose de 20mL
"GENERICS & SPECIALITIES, LDA",CEDOR-S,Paracetamol,120mg/5mL,Suspensão oral,Embalagem contendo 1 frasco de 100mL
"GENERICS & SPECIALITIES, LDA",GENCOL I,"Cloranfenicol, Succinato Sódico",1g,Pó para Injecção,Embalagem contendo 1 frasco de 20ml
"GENERICS & SPECIALITIES, LDA",LIDOGEN,"Lidocaina, cloridrato",2% p/p,Gel,Embalagem contendo 1 bisnaga de 30g
"GENERICS & SPECIALITIES, LDA",VANCOGEN,"Vancomicina, cloridrato",500mg,Injectável,Embalagem contendo 1 x 10 frascos
"GENERICS & SPECIALITIES, LDA",VANCOGEN,"Vancomicina, cloridrato",1000mg,Injectável,Embalagem contendo 1 x 10 frascos
"GENERICS & SPECIALITIES, LDA",FLUFEN-25,"Flufenazina, decanoato",25mg/mL,Injecção líquida,Embalagem contendo blisters de 10x1 ampolas
"GENERICS & SPECIALITIES, LDA",METAGEN-S,Metoclopramida,5mg/5mL,Xarope,Frasco de 50mL
"GENERICS & SPECIALITIES, LDA",LOXOGEN,Fluoxetina,20mg,Cápsulas,Embalagem contendo blisters de 10x10 Cápsulas
"GENERICS & SPECIALITIES, LDA",PEN-G 500,Fenoximetilpenicilina,500mg,Comprimidos,Embalagem contendo blister de 10x10 Comprimidos
"GENERICS & SPECIALITIES, LDA",GENCIN-I,"Gentamicina, Sulfato",80mg/2mL,Injectável,Ampola de Vidro de 1x2ml
"GENERICS & SPECIALITIES, LDA",DICLOGEN-I,Diclofenac Sódico,75mg/3mL,Injectável,Emalagem contendo uma ampola de 3ml ou 10 ampolasx 200 caixas
"GENERICS & SPECIALITIES, LDA",CEFTAGEN,Ceftazidima,1g,Pó para solução injectável/ Perfusão IV/IM,Embalagem contendo 50 frascos de vidro Tipo II de 10ml
"GENERICS & SPECIALITIES, LDA",GENMOX-S 250,"Amoxicilina, Tri-hidratada",250mg/5mL,Pó para suspensão oral (Xarope seco),"Frasco plástico de HDPE de 100mL, embalado em uma caixa com folheto e copo medidor"
"GENERICS & SPECIALITIES, LDA",GENDOL-I,Paracetamol,300mg/2mL,Solução Injectável,Embalagem contendo 10 ampolas de 2mL
"GENERICS & SPECIALITIES, LDA",METROGEN-P,Metronidazol,200mg/5mL,Suspensão oral,Frasco de 100mL
"GENERICS & SPECIALITIES, LDA",CARGEN,Carbamazepina,200mg,Comprimidos,10 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, LDA",CLAVUGEN - S 250,Amoxicilina + Clavulato de Potássio,(250mg + 62.50mg)/ 5mL,Pó para Suspensão Oral,Frasco de 100mL
"GENERICS & SPECIALITIES, LDA",HISTAGEN P,Clorfeniramina,2mg/5mL,suspensão oral,Frasco de 100mL
"GENERICS & SPECIALITIES, LDA",CLAVUGEN S 125,Amoxicilina + Clavulato de Potássio,(125mg + 31.25mg)/5mL,Pó para Suspensão Oral,Frasco de 100mL
"GENERICS & SPECIALITIES, LDA",CLOGEN,Clotrimazol,0.01,Creme,Bisnaga de 30g
"GENERICS & SPECIALITIES, LDA",RANIGEN,Ranitidina,50mg/2mL,Solução Injectável,10 bandejas de 10 ampolas
"GENERICS & SPECIALITIES, LDA",CLAVUGEN A,Amoxicilina + Clavulato de Potássio,500mg + 125mg,Comprimidos,Blister de 2x7 Comprimidos
"GENERICS & SPECIALITIES, LDA",KETOGEN 200mg,Cetoconazol,200mg,Comprimidos,1 Blister de 10 Comprimidos
"GENERICS & SPECIALITIES, LDA",ANTI-D®,Trinbelimabe Anti-D Imunoglobulina Recombinante,300mcg/1mL,Solução Injectável,Ampola de 1mL
"GENERICS & SPECIALITIES, LDA","VACINA CONTRA POLIOMIELITE (VERO CELL), INACTIVO, ESTIRPES SABIN","Vírus de Pólio Inactivada, Cepas Sabin, Tipo I + Vírus de Pólio Inactivada, Cepas Sabin, Tipo II + Vírus de Pólio Inactivada, Cepas Sabin, Tipo III",15 DU/dose + 45 DU/dose + 45 DU/dose,Injectável,"Frasco de 0.5ml, dose única"
"GENERICS & SPECIALITIES, LDA",ACTAGEN,Acetazolamida,250mg,Comprimidos,Embalagem contendo 10x10 comprimidos
"GENERICS & SPECIALITIES, LDA",PEN G 125,Fenoximetilpenicilina,125mg/5mL,Pó para suspensão oral,Embalagem contendo frasco de 100mL
"GENERICS & SPECIALITIES, LDA",THIOGEN,"Tioridazina, cloridrato",10mg,Comprimidos,Embalagem contendo 10x10 comprimidos
"GENERICS & SPECIALITIES, LDA",CEFAGEN,Cefotaxima,500mg,Injectável,Embalagem contendo 1 frasco de pó seco + 5mL de água para injectáveis
"GENERICS & SPECIALITIES, LDA",NALGEN-S,Ácido Nalidíxico,300mg/5mL,Suspensão oral,Frasco de 100mL
"GENERICS & SPECIALITIES, LDA",BENZOL 5%,Peróxido de Benzoílo,0.05,Loção tópica,Bisnaga de 30mL
"GENERICS & SPECIALITIES, LDA",PROGEN SG 200,Progesterona,200mg,Cápsula de gelatina mole,Embalagem contendo blister transparente PVC-Alu de 3x10 cápsulas
"GENERICS & SPECIALITIES, LDA",GXACIN,"Gentamicina, sulfato",0.3 % p/v,Colírio,Frasco LDPE de 10mL
"GENERICS & SPECIALITIES, LDA",ICIP,Ciprofloxacina,0.3% p/v,Solução oftálmica/ Auricular,Frasco LDPE de 5mL
"GENERICS & SPECIALITIES, LDA",BUPICAINE HEAVY,Bupivacaina cloridrato + dextrose,5+80mg,Solução incolor,Ampola de 4mL
"GENERICS & SPECIALITIES, LDA",NYSTAGEN S,Nistatina,100.000UI/mL,Suspensão oral,Embalagem contendo frasco de 30mL
"GENERICS & SPECIALITIES, LDA",SPASGEN I,"Hioscina, butilbrometo",20mg/mL,Solução Injectável,10x10x1 mL
"GENERICS & SPECIALITIES, LDA",LACTULOSE SOLUÇÃO USP,Lactulose,10g/15mL,Solução,Frasco de 200mL
"GENERICS & SPECIALITIES, LDA",XILONE PEDIÁTRICO,"Xilometazolina, cloridrato",0.05% p/v,Solução nasal,Frasco plástico de 10mL
"GENERICS & SPECIALITIES, LDA",ABLADO,Abacavir + Dolutegravir + Lamivudina,600mg + 50mg + 300mg,Comprimidos,Frasco Plastico de 30 e 90 comprimidos
"GENERICS & SPECIALITIES, Lda",ERYPRO SAFE - 10000,Eritropoetina Humana Recombinante alfa,10000 UI,soluçâo injectável,seringa de 1ml
"GENERICS & SPECIALITIES, LDA",FLUCOGEN-S,Fluconazol,50mg/5mL,Suspensão oral,Frasco de 60mL
"GENERICS & SPECIALITIES, LDA",AXTRIAXONE,"Ceftriaxona, sódica",1000mg,Pó para Injecção,Embalagem contendo 1 frasco de vidro transparente com 1000mg de pó
"GENERICS & SPECIALITIES, LDA",MEDZOL 3,Midazolam,5mg/mL,Solução Injectável,Embalagem contendo 5 ampolas de 3mL
"GENERICS & SPECIALITIES, LDA",DOBATAF-EM,Emtricitabina + Tenofovir alafenamida,200mg + 25mg,Comprimidos,Apresentado em Francos plasticos de 30 e 90 comprimidos
"GENERICS & SPECIALITIES, LDA",GENPRIL - 10,Enalapril,10mg,Comprimidos,Embalagem de 3x10 comprimidos
"GENERICS & SPECIALITIES, LDA",EVATOCIN,Oxitocina,10UI/mL,Injetável,Embalagem contendo  Ampola de vidro tipo I de 1 mL
"GENERICS & SPECIALITIES, LDA",EVATOCIN,Oxitocina,10UI/mL,Injetável,Embalagem contendo  Ampola de vidro tipo I de 1 mL
"GENERICS & SPECIALITIES, LDA",CABOO 15ml,Carboplatina,10mg/mL,Solução injectavel,Embalagem contendo frasco de 15ml
"GENERICS & SPECIALITIES, LDA",CABOO 45ml,Carboplatina,10mg/mL,Solução injectavel,Embalagem contendo frasco de 45ml
"ACE HEALTHCARE, LDA",EMPALIZ® 10,Empagliflozina,10mg,Comprimidos,Embalagem com blister de 2x10 comprimidos
"ACE HEALTHCARE, LDA",EMPALIZ ®25,Empagliflozina,25mg,Comprimidos,Embalagem com blister de 2x10 comprimidos
"GENERICS & SPECIALITIES, LDA",GENCAPRIL,Captopril,25mg,Comprimidos,Embalagem de 10x10 comprimidos
"GENERICS & SPECIALITIES, LDA",PANTOGEN,Pantoprazol,40mg,Pó liofilizado para infusão intravenosa,Embalagem de 1x1
"GENERICS & SPECIALITIES, LDA",TROYSETRON,Ondansetron,2mg/mL,Solução injctável,Frascos de 5x2 e 5x4mL
"GENERICS & SPECIALITIES, LDA",ORALGEN,Sais de rehidratação oral (Glicose (anidra) + Cloreto de sódio + Citrato de sódio + Cloreto de potássio,"13,5g/L + 2,6g/L + 2,9g/L + 1,5g/L",Pó seco,Embalagem de 25 saquetas de 21.5g
"ACE HEALTHCARE, LDA",DIAGLIZ®-M 5/850,"Dapagliflozina + Metformina, cloridrato",5mg + 850mg,Comprimido revestido por película,Embalagem de 4x7 Comprimidos
"ACE HEALTHCARE, LDA",DIAGLIZ®-M 5/1000,"Dapagliflozina + Metformina, cloridrato",5mg + 1000mg,Comprimido revestido por película,Embalagem de 4x7 Comprimidos
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
